age,screen_time_hrs_day,sleep_duration_hrs,physical_activity_hrs_week,stress_level,anxious_before_exams,academic_performance_change,gender_Female,gender_Male,gender_Other,edu_High School,edu_Postgraduate,edu_Undergraduate,sleep_quality_index,lifestyle_balance_score,agegrp_15-18,agegrp_19-22,agegrp_>22,anxEdu_Anxious_HS,anxEdu_Anxious_PG,anxEdu_Anxious_UG,anxEdu_Calm_HS,anxEdu_Calm_PG,anxEdu_Calm_UG,screen_x_sleep
16,4.8,7.3,8.2,1,0,1,False,True,False,True,False,False,1.5208330164931216,1.7083329774306295,True,False,False,False,False,False,True,False,False,35.04
18,2.6,5.8,3.5,1,0,2,False,True,False,True,False,False,2.230768372781395,1.346153328402566,True,False,False,False,False,False,True,False,False,15.08
25,2.9,4.6,9.7,1,1,0,False,True,False,False,True,False,1.5862063495840173,3.344826432818471,False,False,True,False,True,False,False,False,False,13.339999999999998
19,6.7,5.2,9.5,1,0,2,False,True,False,False,False,True,0.776119287146375,1.4179102361328004,False,True,False,False,False,False,False,False,True,34.84
19,9.7,6.7,7.4,2,1,1,True,False,False,False,False,True,0.6907215782761261,0.7628865192900497,False,True,False,False,False,True,False,False,False,64.99
15,4.5,4.3,4.8,1,1,0,True,False,False,True,False,False,0.9555553432099236,1.0666664296296822,True,False,False,True,False,False,False,False,False,19.349999999999998
24,9.3,6.9,8.6,0,0,2,False,True,False,False,True,False,0.7419354040929673,0.9247310833622491,False,False,True,False,False,False,False,True,False,64.17
24,7.6,7.5,2.3,1,0,2,True,False,False,False,True,False,0.9868419754155295,0.3026315391274291,False,False,True,False,False,False,False,True,False,57.0
16,3.5,6.0,9.8,1,0,1,False,True,False,True,False,False,1.7142852244899358,2.7999992000002285,True,False,False,False,False,False,True,False,False,21.0
19,2.5,8.2,3.0,0,1,2,True,False,False,False,False,True,3.2799986880005245,1.1999995200001918,False,True,False,False,False,True,False,False,False,20.5
19,4.2,7.3,2.8,1,1,0,False,True,False,True,False,False,1.7380948242631369,0.6666665079365456,False,True,False,True,False,False,False,False,False,30.66
21,5.7,4.0,6.7,1,1,2,True,False,False,False,True,False,0.7017542628501293,1.1754383902739667,False,True,False,False,True,False,False,False,False,22.8
21,8.9,6.1,2.9,0,0,0,True,False,False,False,True,False,0.6853931814164964,0.32584266001767864,False,True,False,False,False,False,False,True,False,54.29
25,4.7,7.4,0.1,0,0,1,False,True,False,False,True,False,1.5744677501132447,0.021276591217746547,False,False,True,False,False,False,False,True,False,34.78
24,7.1,6.1,2.6,1,1,1,False,True,False,False,True,False,0.8591548085697452,0.36619713152153077,False,False,True,False,True,False,False,False,False,43.309999999999995
15,10.0,6.2,2.2,2,1,0,False,True,False,True,False,False,0.6199999380000063,0.21999997800000223,True,False,False,True,False,False,False,False,False,62.0
24,2.0,5.1,6.8,0,1,1,False,True,False,False,True,False,2.5499987250006373,3.3999983000008496,False,False,True,False,True,False,False,False,False,10.2
15,8.1,8.0,0.4,0,0,0,False,True,False,True,False,False,0.9876541990550373,0.04938270995275187,True,False,False,False,False,False,True,False,False,64.8
17,2.1,8.3,4.9,1,0,1,False,True,False,True,False,False,3.952379070295681,2.3333322222227513,True,False,False,False,False,False,True,False,False,17.430000000000003
24,7.8,8.6,10.0,1,0,0,False,True,False,False,True,False,1.1025639612097484,1.282051117685754,False,False,True,False,False,False,False,True,False,67.08
26,7.4,6.5,6.5,1,0,1,False,True,False,False,True,False,0.8783782596786135,0.8783782596786135,False,False,True,False,False,False,False,True,False,48.1
18,4.5,8.9,6.2,0,1,2,True,False,False,True,False,False,1.9777773382717025,1.3777774716050064,True,False,False,True,False,False,False,False,False,40.050000000000004
23,11.1,7.1,8.8,0,1,0,False,True,False,False,True,False,0.6396395820144521,0.7927927213700252,False,False,True,False,True,False,False,False,False,78.80999999999999
24,2.7,5.0,1.1,1,1,0,True,False,False,False,True,False,1.8518511659810495,0.40740725651583093,False,False,True,False,True,False,False,False,False,13.5
23,4.6,6.6,3.3,1,0,2,True,False,False,False,True,False,1.4347822967864572,0.7173911483932286,False,False,True,False,False,False,False,True,False,30.359999999999996
22,11.9,8.8,5.2,1,1,1,False,True,False,False,True,False,0.739495736176829,0.4369747531953989,False,True,False,False,True,False,False,False,False,104.72000000000001
17,10.4,5.6,4.3,0,0,1,False,True,False,True,False,False,0.5384614866863955,0.4134614987056251,True,False,False,False,False,False,True,False,False,58.239999999999995
21,2.8,4.8,1.1,2,0,2,True,False,False,False,False,True,1.714285102041035,0.39285700255107053,False,True,False,False,False,False,False,False,True,13.44
18,7.4,5.2,3.1,0,1,1,False,True,False,True,False,False,0.7027026077428908,0.4189188623082618,True,False,False,True,False,False,False,False,False,38.480000000000004
15,7.5,5.2,9.4,1,1,1,True,False,False,True,False,False,0.6933332408889012,1.2533331662222444,True,False,False,True,False,False,False,False,False,39.0
23,2.8,7.2,8.1,0,0,2,False,True,False,False,True,False,2.5714276530615527,2.8928561096942467,False,False,True,False,False,False,False,True,False,20.16
19,5.8,5.4,9.3,1,0,1,False,True,False,True,False,False,0.9310343222354618,1.6034479994055175,False,True,False,False,False,False,True,False,False,31.32
19,9.9,6.3,3.8,1,0,0,False,False,True,False,False,True,0.6363635720844877,0.38383834506683384,False,True,False,False,False,False,False,False,True,62.37
20,6.3,5.6,1.7,1,0,0,False,False,True,False,False,True,0.8888887477954368,0.26984122700932905,False,True,False,False,False,False,False,False,True,35.279999999999994
26,6.7,7.0,5.0,0,0,2,True,False,False,False,True,False,1.044775963466274,0.7462685453330529,False,False,True,False,False,False,False,True,False,46.9
15,3.7,6.5,2.7,1,1,0,False,False,True,True,False,False,1.7567562819577616,0.7297295325055317,True,False,False,True,False,False,False,False,False,24.05
22,5.7,4.1,9.8,1,0,0,True,False,False,False,False,True,0.7192981194213824,1.7192979439828169,False,True,False,False,False,False,False,False,True,23.369999999999997
25,4.7,5.6,3.9,1,1,2,True,False,False,False,True,False,1.1914891081938066,0.8297870574921153,False,False,True,False,True,False,False,False,False,26.32
17,11.0,5.1,1.1,1,0,1,False,True,False,True,False,False,0.46363632148760714,0.09999999090909176,True,False,False,False,False,False,True,False,False,56.099999999999994
19,3.1,8.7,7.2,1,0,1,False,True,False,True,False,False,2.8064507075965457,2.322579895941969,False,True,False,False,False,False,True,False,False,26.97
26,10.4,5.9,5.8,2,1,2,False,True,False,False,True,False,0.567307637758881,0.5576922540680525,False,False,True,False,True,False,False,False,False,61.36000000000001
22,5.6,6.0,3.8,2,1,2,False,False,True,False,True,False,1.071428380102075,0.6785713073979808,False,True,False,False,True,False,False,False,False,33.599999999999994
21,7.9,4.1,6.9,1,0,1,False,True,False,False,True,False,0.5189872760775599,0.8734176109597961,False,True,False,False,False,False,False,True,False,32.39
25,5.2,5.5,5.8,1,1,1,True,False,False,False,True,False,1.0576921042899798,1.115384400887615,False,False,True,False,True,False,False,False,False,28.6
17,7.4,7.5,9.6,1,1,2,False,True,False,True,False,False,1.0135133765522464,1.2972971219868752,True,False,False,True,False,False,False,False,False,55.5
17,9.7,7.7,9.0,1,1,1,False,True,False,True,False,False,0.7938143511531598,0.9278349558933037,True,False,False,True,False,False,False,False,False,74.69
21,6.0,7.2,0.3,0,1,1,False,True,False,False,False,True,1.1999998000000334,0.049999991666668055,False,True,False,False,False,True,False,False,False,43.2
23,3.0,5.6,6.7,1,0,0,False,True,False,False,True,False,1.8666660444446517,2.233332588889137,False,False,True,False,False,False,False,True,False,16.799999999999997
21,9.5,4.4,6.2,1,1,2,False,True,False,False,False,True,0.4631578459833847,0.6526315102493148,False,True,False,False,False,True,False,False,False,41.800000000000004
23,6.6,5.6,6.0,1,1,2,False,True,False,False,True,False,0.8484847199265576,0.9090907713498831,False,False,True,False,True,False,False,False,False,36.959999999999994
24,8.8,5.5,2.2,2,1,1,False,True,False,False,True,False,0.6249999289772808,0.24999997159091233,False,False,True,False,True,False,False,False,False,48.400000000000006
24,7.7,7.0,3.2,0,0,1,True,False,False,False,True,False,0.9090907910271699,0.41558436161242057,False,False,True,False,False,False,False,True,False,53.9
19,6.3,6.0,9.1,0,0,0,False,False,True,True,False,False,0.9523808012093966,1.444444215167585,False,True,False,False,False,False,True,False,False,37.8
16,3.3,8.5,4.0,0,0,0,False,True,False,True,False,False,2.5757567952252134,1.2121208448118652,True,False,False,False,False,False,True,False,False,28.049999999999997
15,9.0,7.3,7.9,0,1,1,False,True,False,True,False,False,0.8111110209876644,0.8777776802469245,True,False,False,True,False,False,False,False,False,65.7
20,7.8,8.3,3.2,1,1,1,True,False,False,False,False,True,1.064102427679176,0.41025635765944135,False,True,False,False,False,True,False,False,False,64.74000000000001
26,8.0,6.2,5.3,0,1,1,True,False,False,False,True,False,0.7749999031250122,0.6624999171875104,False,False,True,False,True,False,False,False,False,49.6
24,2.0,8.0,8.1,2,1,1,False,True,False,False,True,False,3.999998000001,4.049997975001012,False,False,True,False,True,False,False,False,False,16.0
17,3.9,7.6,10.0,1,1,0,False,True,False,True,False,False,1.9487174490468078,2.564101906640537,True,False,False,True,False,False,False,False,False,29.639999999999997
17,6.9,6.7,4.6,1,1,1,False,True,False,True,False,False,0.9710143520269054,0.6666665700483231,True,False,False,True,False,False,False,False,False,46.230000000000004
22,2.5,4.3,0.8,0,1,1,False,True,False,False,False,True,1.719999312000275,0.3199998720000512,False,True,False,False,False,True,False,False,False,10.75
23,2.6,5.9,2.2,1,0,0,False,True,False,False,True,False,2.2692298964500397,0.8461535207101843,False,False,True,False,False,False,False,True,False,15.340000000000002
25,9.1,4.1,3.9,1,1,2,False,True,False,False,True,False,0.45054940103852736,0.4285713814756724,False,False,True,False,True,False,False,False,False,37.309999999999995
15,4.7,6.8,9.5,0,0,0,False,True,False,True,False,False,1.4468082028067653,2.021276165685922,True,False,False,False,False,False,True,False,False,31.96
26,2.2,7.0,7.9,0,0,2,False,True,False,False,True,False,3.181816735537847,3.5909074586784273,False,False,True,False,False,False,False,True,False,15.400000000000002
19,11.5,4.4,1.1,2,1,0,False,True,False,False,False,True,0.3826086623818555,0.09565216559546387,False,True,False,False,False,True,False,False,False,50.6
26,6.6,6.3,2.6,0,0,1,True,False,False,False,True,False,0.9545453099173773,0.39393933425161604,False,False,True,False,False,False,False,True,False,41.58
15,6.3,5.5,7.3,0,1,2,False,True,False,True,False,False,0.8730157344419469,1.158729974804766,True,False,False,True,False,False,False,False,False,34.65
22,2.3,4.4,2.9,1,1,1,False,True,False,False,False,True,1.9130426465031973,1.2608690170134709,False,True,False,False,False,True,False,False,False,10.12
22,8.8,8.9,3.8,1,1,1,True,False,False,False,False,True,1.0113635214359635,0.43181813274793945,False,True,False,False,False,True,False,False,False,78.32000000000001
15,10.3,5.9,6.6,1,0,1,True,False,False,True,False,False,0.5728154783674293,0.6407766368178022,True,False,False,False,False,False,True,False,False,60.77000000000001
15,4.0,6.3,3.9,1,1,2,True,False,False,True,False,False,1.5749996062500984,0.9749997562500609,True,False,False,True,False,False,False,False,False,25.2
25,11.8,6.2,1.6,2,0,1,True,False,False,False,True,False,0.5254236842861285,0.13559320884803316,False,False,True,False,False,False,False,True,False,73.16000000000001
24,9.3,7.5,2.9,1,0,0,False,True,False,False,True,False,0.806451526188008,0.31182792345936305,False,False,True,False,False,False,False,True,False,69.75
26,6.5,6.4,8.6,0,1,1,True,False,False,False,True,False,0.984615233136118,1.3230767195266584,False,False,True,False,True,False,False,False,False,41.6
23,9.1,5.7,6.9,1,0,0,False,True,False,False,True,False,0.6263735575413674,0.7582416749184974,False,False,True,False,False,False,False,True,False,51.87
21,11.2,8.8,2.7,0,1,1,True,False,False,False,False,True,0.7857142155612309,0.24107140704719585,False,True,False,False,False,True,False,False,False,98.56
21,4.5,8.7,1.3,1,0,0,True,False,False,False,False,True,1.933332903703799,0.2888888246913723,False,True,False,False,False,False,False,False,True,39.15
22,2.2,6.5,8.9,0,1,2,True,False,False,False,False,True,2.954544111570858,4.045452706612406,False,True,False,False,False,True,False,False,False,14.3
25,8.9,8.8,6.3,1,0,1,False,False,True,False,True,False,0.9887639338467491,0.7078650890039226,False,False,True,False,False,False,False,True,False,78.32000000000001
15,9.9,4.1,8.6,1,0,1,False,True,False,True,False,False,0.41414137230895226,0.8686867809407292,True,False,False,False,False,False,True,False,False,40.589999999999996
24,8.3,5.5,2.8,1,1,1,False,True,False,False,True,False,0.6626505225722262,0.3373493569458606,False,False,True,False,True,False,False,False,False,45.650000000000006
24,2.9,7.1,2.9,1,1,1,True,False,False,False,True,False,2.4482750178362007,0.9999996551725326,False,False,True,False,True,False,False,False,False,20.59
25,4.3,6.7,5.5,1,0,2,False,True,False,False,True,False,1.5581391725257738,1.2790694699838443,False,False,True,False,False,False,False,True,False,28.81
16,9.1,5.1,5.0,1,1,1,False,True,False,True,False,False,0.5604394988528023,0.549450489071375,True,False,False,True,False,False,False,False,False,46.41
18,2.0,5.7,7.7,1,0,2,False,True,False,True,False,False,2.849998575000712,3.849998075000962,True,False,False,False,False,False,True,False,False,11.4
16,5.1,6.9,7.7,0,0,2,True,False,False,True,False,False,1.3529409111880568,1.509803625528701,True,False,False,False,False,False,True,False,False,35.19
22,3.7,7.1,3.5,0,1,1,True,False,False,False,False,True,1.918918400292324,0.9459456902849485,False,True,False,False,False,True,False,False,False,26.27
25,5.3,4.4,1.3,1,1,1,True,False,False,False,True,False,0.8301885226059392,0.2452829725881184,False,False,True,False,True,False,False,False,False,23.32
19,10.9,4.5,1.3,0,1,1,False,True,False,True,False,False,0.4128439988216515,0.11926604410403266,False,True,False,True,False,False,False,False,False,49.050000000000004
24,10.0,5.7,1.5,1,0,0,False,True,False,False,True,False,0.5699999430000058,0.1499999850000015,False,False,True,False,False,False,False,True,False,57.0
26,3.8,5.9,2.8,1,0,1,False,True,False,False,True,False,1.5526311703602185,0.7368419113573917,False,False,True,False,False,False,False,True,False,22.42
21,9.7,7.0,1.4,0,1,1,True,False,False,False,True,False,0.7216494101392362,0.14432988202784722,False,True,False,False,True,False,False,False,False,67.89999999999999
17,8.1,4.1,8.9,1,0,0,True,False,False,True,False,False,0.5061727770157066,1.0987652964487291,True,False,False,False,False,False,True,False,False,33.209999999999994
26,7.9,6.9,2.4,1,0,0,False,True,False,False,True,False,0.8734176109597961,0.3037974298990595,False,False,True,False,False,False,False,True,False,54.510000000000005
21,4.2,4.3,8.9,1,1,1,False,True,False,False,False,True,1.0238092800454095,2.1190471145125915,False,True,False,False,False,True,False,False,False,18.06
26,9.0,5.6,3.3,0,1,1,True,False,False,False,True,False,0.6222221530864275,0.36666662592593047,False,False,True,False,True,False,False,False,False,50.4
16,11.0,8.5,8.0,0,0,0,False,True,False,True,False,False,0.7727272024793452,0.7272726611570308,True,False,False,False,False,False,True,False,False,93.5
18,10.1,5.1,8.4,1,0,2,True,False,False,True,False,False,0.5049504450544114,0.8316830859719718,True,False,False,False,False,False,True,False,False,51.51
26,6.9,8.4,5.7,2,1,1,True,False,False,False,True,False,1.2173911279143292,0.8260868367990091,False,False,True,False,True,False,False,False,False,57.96000000000001
23,5.3,6.5,1.9,1,1,1,True,False,False,False,True,False,1.226414862940592,0.35849049839801916,False,False,True,False,True,False,False,False,False,34.449999999999996
22,3.6,5.6,4.1,1,0,0,False,True,False,False,True,False,1.55555512345691,1.1388885725309519,False,True,False,False,False,False,False,True,False,20.16
15,4.3,7.5,7.9,1,0,2,True,False,False,True,False,False,1.7441856408870602,1.8372088750677036,True,False,False,False,False,False,True,False,False,32.25
25,4.0,6.6,3.5,1,0,1,False,True,False,False,True,False,1.649999587500103,0.8749997812500546,False,False,True,False,False,False,False,True,False,26.4
19,2.8,7.4,1.7,0,1,2,True,False,False,False,False,True,2.642856198979929,0.6071426403061999,False,True,False,False,False,True,False,False,False,20.72
15,7.2,8.2,3.6,1,1,2,False,True,False,True,False,False,1.1388887307098983,0.4999999305555652,True,False,False,True,False,False,False,False,False,59.04
20,7.2,6.4,7.2,1,0,2,True,False,False,False,False,True,0.8888887654321159,0.9999998611111304,False,True,False,False,False,False,False,False,True,46.080000000000005
22,11.1,7.6,6.0,1,1,1,False,True,False,False,True,False,0.6846846230013853,0.540540491843199,False,True,False,False,True,False,False,False,False,84.36
16,11.1,8.4,9.6,1,1,2,False,True,False,True,False,False,0.7567566885804786,0.8648647869491184,True,False,False,True,False,False,False,False,False,93.24
25,2.0,8.8,6.8,0,0,1,True,False,False,False,True,False,4.3999978000011,3.3999983000008496,False,False,True,False,False,False,False,True,False,17.6
18,5.8,6.8,4.4,0,0,1,False,True,False,True,False,False,1.1724135909631739,0.7586205588585244,True,False,False,False,False,False,True,False,False,39.44
19,5.5,4.6,8.0,2,0,0,True,False,False,False,False,True,0.8363634842975483,1.4545451900826927,False,True,False,False,False,False,False,False,True,25.299999999999997
23,11.2,8.2,4.8,0,1,2,False,True,False,False,True,False,0.732142791772965,0.4285713903061259,False,False,True,False,True,False,False,False,False,91.83999999999999
20,6.8,5.2,1.5,1,0,2,True,False,False,False,False,True,0.7647057698962103,0.22058820285467606,False,True,False,False,False,False,False,False,True,35.36
24,9.5,8.6,4.4,0,1,0,True,False,False,False,True,False,0.9052630626038882,0.4631578459833847,False,False,True,False,True,False,False,False,False,81.7
22,7.2,8.2,9.3,1,1,2,True,False,False,False,True,False,1.1388887307098983,1.2916664872685435,False,True,False,False,True,False,False,False,False,59.04
16,4.0,8.9,6.0,2,0,1,False,False,True,True,False,False,2.2249994437501392,1.4999996250000938,True,False,False,False,False,False,True,False,False,35.6
17,4.8,8.2,1.9,0,0,1,True,False,False,True,False,False,1.7083329774306295,0.3958332508680727,True,False,False,False,False,False,True,False,False,39.35999999999999
19,2.6,6.7,7.6,1,1,1,True,False,False,False,False,True,2.5769220857991977,2.923075798817,False,True,False,False,False,True,False,False,False,17.42
24,4.6,6.3,1.6,1,0,2,True,False,False,False,True,False,1.3695649196598,0.3478260113421715,False,False,True,False,False,False,False,True,False,28.979999999999997
16,8.0,4.3,9.8,1,1,2,False,False,True,True,False,False,0.5374999328125084,1.2249998468750194,True,False,False,True,False,False,False,False,False,34.4
22,7.9,7.0,3.8,1,0,2,False,True,False,False,True,False,0.8860758372055901,0.4810125973401775,False,True,False,False,False,False,False,True,False,55.300000000000004
21,11.6,6.2,5.7,1,0,1,True,False,False,False,False,True,0.5344827125445938,0.4913792679845459,False,True,False,False,False,False,False,False,True,71.92
15,9.9,6.9,2.5,1,0,1,True,False,False,True,False,False,0.6969696265687246,0.25252522701765384,True,False,False,False,False,False,True,False,False,68.31
16,7.0,5.3,6.3,0,1,1,True,False,False,True,False,False,0.7571427489796072,0.8999998714285897,True,False,False,True,False,False,False,False,False,37.1
20,6.9,4.2,8.5,0,0,0,False,True,False,False,False,True,0.6086955639571646,1.2318838794371187,False,True,False,False,False,False,False,False,True,28.980000000000004
24,5.4,7.0,8.3,2,0,2,True,False,False,False,True,False,1.296296056241471,1.5370367524006014,False,False,True,False,False,False,False,True,False,37.800000000000004
24,4.5,8.4,6.4,0,0,1,True,False,False,False,True,False,1.8666662518519441,1.4222219061729098,False,False,True,False,False,False,False,True,False,37.800000000000004
23,9.7,7.8,3.2,0,0,1,False,True,False,False,True,False,0.8041236284408632,0.329896873206508,False,False,True,False,False,False,False,True,False,75.66
26,4.8,7.5,4.7,1,0,1,False,True,False,False,True,False,1.5624996744792345,0.9791664626736537,False,False,True,False,False,False,False,True,False,36.0
20,6.2,6.4,7.8,1,1,0,False,False,True,False,False,True,1.0322578980229198,1.2580643132154332,False,True,False,False,False,True,False,False,False,39.68000000000001
15,9.4,5.6,2.7,0,1,1,False,True,False,True,False,False,0.5957446174739769,0.2872340119963817,True,False,False,True,False,False,False,False,False,52.64
24,4.4,5.3,3.8,1,1,2,True,False,False,False,True,False,1.204545180785186,0.8636361673554164,False,False,True,False,True,False,False,False,False,23.32
26,9.5,6.6,4.5,1,0,1,True,False,False,False,True,False,0.694736768975077,0.4736841606648252,False,False,True,False,False,False,False,True,False,62.699999999999996
19,2.1,6.7,6.8,0,0,0,False,True,False,False,False,True,3.190474671202537,3.2380936961458584,False,True,False,False,False,False,False,False,True,14.07
24,2.3,8.0,5.8,2,1,1,True,False,False,False,True,False,3.4782593572785405,2.5217380340269417,False,False,True,False,True,False,False,False,False,18.4
22,11.7,4.4,1.9,2,1,2,True,False,False,False,True,False,0.37606834392578264,0.1623931485134061,False,True,False,False,True,False,False,False,False,51.480000000000004
23,11.5,6.9,9.9,1,0,0,False,True,False,False,True,False,0.5999999478260916,0.8608694903591748,False,False,True,False,False,False,False,True,False,79.35000000000001
23,6.1,8.4,5.3,2,0,1,False,False,True,False,True,False,1.3770489545821387,0.8688523165815875,False,False,True,False,False,False,False,True,False,51.24
19,5.2,6.8,9.2,0,1,0,True,False,False,False,False,True,1.307692056213066,1.769230428994148,False,True,False,False,False,True,False,False,False,35.36
22,3.6,4.6,3.2,1,0,2,True,False,False,False,True,False,1.2777774228396046,0.8888886419753772,False,True,False,False,False,False,False,True,False,16.56
25,5.4,5.1,7.0,1,1,0,False,True,False,False,True,False,0.9444442695473574,1.296296056241471,False,False,True,False,True,False,False,False,False,27.54
26,8.3,4.2,9.9,1,0,0,True,False,False,False,True,False,0.5060240354187909,1.192770940630007,False,False,True,False,False,False,False,True,False,34.86000000000001
17,9.5,5.7,0.3,0,1,2,True,False,False,True,False,False,0.599999936842112,0.03157894404432168,True,False,False,True,False,False,False,False,False,54.15
26,10.1,4.9,5.8,1,0,2,True,False,False,False,True,False,0.4851484668169836,0.574257368885409,False,False,True,False,False,False,False,True,False,49.49
17,11.9,5.3,5.3,1,0,1,True,False,False,True,False,False,0.44537811383377196,0.44537811383377196,True,False,False,False,False,False,True,False,False,63.07
25,8.3,6.5,6.8,0,0,2,False,True,False,False,True,False,0.7831324357671764,0.8192770097256614,False,False,True,False,False,False,False,True,False,53.95
16,11.7,6.7,1.0,1,0,0,True,False,False,True,False,False,0.572649523705169,0.0854700781649506,True,False,False,False,False,False,True,False,False,78.39
16,3.0,4.5,3.1,1,1,0,False,True,False,True,False,False,1.4999995000001667,1.0333329888890037,True,False,False,True,False,False,False,False,False,13.5
22,7.5,5.3,2.7,0,0,2,False,True,False,False,False,True,0.706666572444457,0.3599999520000064,False,True,False,False,False,False,False,False,True,39.75
21,9.4,4.0,9.0,0,0,2,True,False,False,False,True,False,0.4255318696242692,0.9574467066546057,False,True,False,False,False,False,False,True,False,37.6
18,7.1,5.9,5.4,0,0,2,True,False,False,True,False,False,0.8309857984527045,0.7605632731601024,True,False,False,False,False,False,True,False,False,41.89
26,9.1,7.1,3.5,1,0,2,True,False,False,False,True,False,0.7802196944813523,0.3846153423499624,False,False,True,False,False,False,False,True,False,64.61
21,9.7,4.2,5.9,2,1,2,False,True,False,False,True,False,0.43298964608354173,0.6082473599744991,False,True,False,False,True,False,False,False,False,40.74
21,7.4,5.8,0.7,1,0,1,False,True,False,False,False,True,0.7837836778670705,0.09459458181154298,False,True,False,False,False,False,False,False,True,42.92
20,4.8,4.5,1.6,1,0,0,False,True,False,False,False,True,0.9374998046875407,0.3333332638889034,False,True,False,False,False,False,False,False,True,21.599999999999998
17,7.3,9.0,4.3,1,1,2,True,False,False,True,False,False,1.2328765434415694,0.589041015199861,True,False,False,True,False,False,False,False,False,65.7
17,4.0,8.3,5.8,0,1,0,True,False,False,True,False,False,2.07499948125013,1.4499996375000905,True,False,False,True,False,False,False,False,False,33.2
22,5.7,4.9,3.4,1,0,1,True,False,False,False,True,False,0.8596489719914084,0.5964911234226099,False,True,False,False,False,False,False,True,False,27.930000000000003
18,6.2,4.3,0.6,0,0,1,True,False,False,True,False,False,0.6935482752341491,0.09677417793964871,True,False,False,False,False,False,True,False,False,26.66
22,5.3,5.8,5.5,0,0,1,False,False,True,False,False,True,1.0943394161623743,1.037735653257424,False,True,False,False,False,False,False,False,True,30.74
19,10.5,4.7,7.1,2,1,0,False,True,False,False,False,True,0.44761900498866625,0.6761904117913894,False,True,False,False,False,True,False,False,False,49.35
21,10.3,8.0,2.0,2,1,2,True,False,False,False,False,True,0.7766989537185481,0.19417473842963703,False,True,False,False,False,True,False,False,False,82.4
23,6.9,7.5,7.9,2,1,1,False,True,False,False,True,False,1.0869563642092226,1.144927370300381,False,False,True,False,True,False,False,False,False,51.75
15,5.6,8.8,5.2,1,1,2,False,True,False,True,False,False,1.5714282908163768,0.9285712627551317,True,False,False,True,False,False,False,False,False,49.28
15,4.9,5.2,1.4,1,1,2,True,False,False,True,False,False,1.061224273219536,0.28571422740525965,True,False,False,True,False,False,False,False,False,25.480000000000004
23,5.5,8.2,6.4,0,0,0,False,True,False,False,True,False,1.4909088198347598,1.1636361520661542,False,False,True,False,False,False,False,True,False,45.099999999999994
15,11.8,8.7,8.9,1,0,1,False,True,False,True,False,False,0.7372880731111802,0.7542372242171844,True,False,False,False,False,False,True,False,False,102.66
19,10.1,6.7,9.4,0,1,0,False,True,False,False,False,True,0.6633662709538346,0.9306929771591113,False,True,False,False,False,True,False,False,False,67.67
24,9.6,6.1,3.3,0,0,0,False,True,False,False,True,False,0.6354166004774375,0.3437499641927121,False,False,True,False,False,False,False,True,False,58.559999999999995
18,9.8,8.2,1.9,1,0,2,True,False,False,True,False,False,0.8367346084964684,0.1938775312369866,True,False,False,False,False,False,True,False,False,80.36
18,3.2,7.9,0.7,1,1,2,True,False,False,True,False,False,2.468749228515866,0.21874993164064632,True,False,False,True,False,False,False,False,False,25.28
17,2.0,5.8,5.9,0,1,0,False,True,False,True,False,False,2.8999985500007246,2.9499985250007374,True,False,False,True,False,False,False,False,False,11.6
16,11.8,6.6,8.8,1,0,1,True,False,False,True,False,False,0.5593219864981367,0.7457626486641824,True,False,False,False,False,False,True,False,False,77.88
22,6.3,5.9,6.7,2,0,1,True,False,False,False,True,False,0.9365077878559067,1.0634918946838263,False,True,False,False,False,False,False,True,False,37.17
26,8.5,5.0,9.7,1,1,0,True,False,False,False,True,False,0.588235224913503,1.1411763363321958,False,False,True,False,True,False,False,False,False,42.5
26,11.0,6.4,0.1,0,1,1,False,True,False,False,True,False,0.5818181289256247,0.009090908264462886,False,False,True,False,True,False,False,False,False,70.4
16,6.3,7.8,3.7,1,1,0,False,True,False,True,False,False,1.2380950415722156,0.5873014940791279,True,False,False,True,False,False,False,False,False,49.14
19,8.3,7.9,1.2,1,1,0,False,True,False,False,False,True,0.9518071142401068,0.14457829583394025,False,True,False,False,False,True,False,False,False,65.57000000000001
19,5.2,7.2,9.5,1,1,2,True,False,False,False,False,True,1.3846151183432465,1.8269227255917835,False,True,False,False,False,True,False,False,False,37.440000000000005
20,11.8,8.6,8.3,1,0,1,True,False,False,False,False,True,0.7288134975581781,0.703389770899172,False,True,False,False,False,False,False,False,True,101.48
25,4.0,8.0,4.9,1,1,0,True,False,False,False,True,False,1.999999500000125,1.2249996937500767,False,False,True,False,True,False,False,False,False,32.0
24,9.1,4.0,6.3,1,1,1,True,False,False,False,True,False,0.4395603912570999,0.6923076162299323,False,False,True,False,True,False,False,False,False,36.4
15,9.8,5.8,7.3,1,0,2,False,True,False,True,False,False,0.5918366743023802,0.7448978831736853,True,False,False,False,False,False,True,False,False,56.84
17,7.9,5.6,4.2,1,0,0,True,False,False,True,False,False,0.708860669764472,0.5316455023233542,True,False,False,False,False,False,True,False,False,44.24
21,9.2,8.9,8.7,1,1,2,True,False,False,False,False,True,0.967391199196609,0.9456520711247749,False,True,False,False,False,True,False,False,False,81.88
20,8.3,5.8,3.1,1,0,2,True,False,False,False,False,True,0.6987950965307113,0.3734939309043457,False,True,False,False,False,False,False,False,True,48.14
25,12.0,7.6,0.6,0,0,1,True,False,False,False,True,False,0.6333332805555599,0.049999995833333685,False,False,True,False,False,False,False,True,False,91.19999999999999
